年月,地區,性別,食品餐飲類未滿20[筆數],食品餐飲類未滿20[金額，新台幣],衣著飾品類未滿20[筆數],衣著飾品類未滿20[金額，新台幣],旅館住宿類未滿20[筆數],旅館住宿類未滿20[金額，新台幣],交通類未滿20[筆數],交通類未滿20[金額，新台幣],文教康樂類未滿20[筆數],文教康樂類未滿20[金額，新台幣],百貨類未滿20[筆數],百貨類未滿20[金額，新台幣],其他類未滿20[筆數],其他類未滿20[金額，新台幣],食品餐飲類20[含]-25[筆數],食品餐飲類20[含]-25[金額，新台幣],衣著飾品類20[含]-25[筆數],衣著飾品類20[含]-25[金額，新台幣],旅館住宿類20[含]-25[筆數],旅館住宿類20[含]-25[金額，新台幣],交通類20[含]-25[筆數],交通類20[含]-25[金額，新台幣],文教康樂類20[含]-25[筆數],文教康樂類20[含]-25[金額，新台幣],百貨類20[含]-25[筆數],百貨類20[含]-25[金額，新台幣],其他類20[含]-25[筆數],其他類20[含]-25[金額，新台幣],食品餐飲類25[含]-30[筆數],食品餐飲類25[含]-30[金額，新台幣],衣著飾品類25[含]-30[筆數],衣著飾品類25[含]-30[金額，新台幣],旅館住宿類25[含]-30[筆數],旅館住宿類25[含]-30[金額，新台幣],交通類25[含]-30[筆數],交通類25[含]-30[金額，新台幣],文教康樂類25[含]-30[筆數],文教康樂類25[含]-30[金額，新台幣],百貨類25[含]-30[筆數],百貨類25[含]-30[金額，新台幣],其他類25[含]-30[筆數],其他類25[含]-30[金額，新台幣],食品餐飲類30[含]-35[筆數],食品餐飲類30[含]-35[金額，新台幣],衣著飾品類30[含]-35[筆數],衣著飾品類30[含]-35[金額，新台幣],旅館住宿類30[含]-35[筆數],旅館住宿類30[含]-35[金額，新台幣],交通類30[含]-35[筆數],交通類30[含]-35[金額，新台幣],文教康樂類30[含]-35[筆數],文教康樂類30[含]-35[金額，新台幣],百貨類30[含]-35[筆數],百貨類30[含]-35[金額，新台幣],其他類30[含]-35[筆數],其他類30[含]-35[金額，新台幣],食品餐飲類35[含]-40[筆數],食品餐飲類35[含]-40[金額，新台幣],衣著飾品類35[含]-40[筆數],衣著飾品類35[含]-40[金額，新台幣],旅館住宿類35[含]-40[筆數],旅館住宿類35[含]-40[金額，新台幣],交通類35[含]-40[筆數],交通類35[含]-40[金額，新台幣],文教康樂類35[含]-40[筆數],文教康樂類35[含]-40[金額，新台幣],百貨類35[含]-40[筆數],百貨類35[含]-40[金額，新台幣],其他類35[含]-40[筆數],其他類35[含]-40[金額，新台幣],食品餐飲類40[含]-45[筆數],食品餐飲類40[含]-45[金額，新台幣],衣著飾品類40[含]-45[筆數],衣著飾品類40[含]-45[金額，新台幣],旅館住宿類40[含]-45[筆數],旅館住宿類40[含]-45[金額，新台幣],交通類40[含]-45[筆數],交通類40[含]-45[金額，新台幣],文教康樂類40[含]-45[筆數],文教康樂類40[含]-45[金額，新台幣],百貨類40[含]-45[筆數],百貨類40[含]-45[金額，新台幣],其他類40[含]-45[筆數],其他類40[含]-45[金額，新台幣],食品餐飲類45[含]-50[筆數],食品餐飲類45[含]-50[金額，新台幣],衣著飾品類45[含]-50[筆數],衣著飾品類45[含]-50[金額，新台幣],旅館住宿類45[含]-50[筆數],旅館住宿類45[含]-50[金額，新台幣],交通類45[含]-50[筆數],交通類45[含]-50[金額，新台幣],文教康樂類45[含]-50[筆數],文教康樂類45[含]-50[金額，新台幣],百貨類45[含]-50[筆數],百貨類45[含]-50[金額，新台幣],其他類45[含]-50[筆數],其他類45[含]-50[金額，新台幣],食品餐飲類50[含]-55[筆數],食品餐飲類50[含]-55[金額，新台幣],衣著飾品類50[含]-55[筆數],衣著飾品類50[含]-55[金額，新台幣],旅館住宿類50[含]-55[筆數],旅館住宿類50[含]-55[金額，新台幣],交通類50[含]-55[筆數],交通類50[含]-55[金額，新台幣],文教康樂類50[含]-55[筆數],文教康樂類50[含]-55[金額，新台幣],百貨類50[含]-55[筆數],百貨類50[含]-55[金額，新台幣],其他類50[含]-55[筆數],其他類50[含]-55[金額，新台幣],食品餐飲類55[含]-60[筆數],食品餐飲類55[含]-60[金額，新台幣],衣著飾品類55[含]-60[筆數],衣著飾品類55[含]-60[金額，新台幣],旅館住宿類55[含]-60[筆數],旅館住宿類55[含]-60[金額，新台幣],交通類55[含]-60[筆數],交通類55[含]-60[金額，新台幣],文教康樂類55[含]-60[筆數],文教康樂類55[含]-60[金額，新台幣],百貨類55[含]-60[筆數],百貨類55[含]-60[金額，新台幣],其他類55[含]-60[筆數],其他類55[含]-60[金額，新台幣],食品餐飲類60[含]-65[筆數],食品餐飲類60[含]-65[金額，新台幣],衣著飾品類60[含]-65[筆數],衣著飾品類60[含]-65[金額，新台幣],旅館住宿類60[含]-65[筆數],旅館住宿類60[含]-65[金額，新台幣],交通類60[含]-65[筆數],交通類60[含]-65[金額，新台幣],文教康樂類60[含]-65[筆數],文教康樂類60[含]-65[金額，新台幣],百貨類60[含]-65[筆數],百貨類60[含]-65[金額，新台幣],其他類60[含]-65[筆數],其他類60[含]-65[金額，新台幣],食品餐飲類65[含]-70[筆數],食品餐飲類65[含]-70[金額，新台幣],衣著飾品類65[含]-70[筆數],衣著飾品類65[含]-70[金額，新台幣],旅館住宿類65[含]-70[筆數],旅館住宿類65[含]-70[金額，新台幣],交通類65[含]-70[筆數],交通類65[含]-70[金額，新台幣],文教康樂類65[含]-70[筆數],文教康樂類65[含]-70[金額，新台幣],百貨類65[含]-70[筆數],百貨類65[含]-70[金額，新台幣],其他類65[含]-70[筆數],其他類65[含]-70[金額，新台幣],食品餐飲類70[含]-75[筆數],食品餐飲類70[含]-75[金額，新台幣],衣著飾品類70[含]-75[筆數],衣著飾品類70[含]-75[金額，新台幣],旅館住宿類70[含]-75[筆數],旅館住宿類70[含]-75[金額，新台幣],交通類70[含]-75[筆數],交通類70[含]-75[金額，新台幣],文教康樂類70[含]-75[筆數],文教康樂類70[含]-75[金額，新台幣],百貨類70[含]-75[筆數],百貨類70[含]-75[金額，新台幣],其他類70[含]-75[筆數],其他類70[含]-75[金額，新台幣],食品餐飲類75[含]-80[筆數],食品餐飲類75[含]-80[金額，新台幣],衣著飾品類75[含]-80[筆數],衣著飾品類75[含]-80[金額，新台幣],旅館住宿類75[含]-80[筆數],旅館住宿類75[含]-80[金額，新台幣],交通類75[含]-80[筆數],交通類75[含]-80[金額，新台幣],文教康樂類75[含]-80[筆數],文教康樂類75[含]-80[金額，新台幣],百貨類75[含]-80[筆數],百貨類75[含]-80[金額，新台幣],其他類75[含]-80[筆數],其他類75[含]-80[金額，新台幣],食品餐飲類80[含]以上[筆數],食品餐飲類80[含]以上[金額，新台幣],衣著飾品類80[含]以上[筆數],衣著飾品類80[含]以上[金額，新台幣],旅館住宿類80[含]以上[筆數],旅館住宿類80[含]以上[金額，新台幣],交通類80[含]以上[筆數],交通類80[含]以上[金額，新台幣],文教康樂類80[含]以上[筆數],文教康樂類80[含]以上[金額，新台幣],百貨類80[含]以上[筆數],百貨類80[含]以上[金額，新台幣],其他類80[含]以上[筆數],其他類80[含]以上[金額，新台幣]
103年12月,台灣,女性,9347,7363181,3930,7931384,1119,3255896,12410,8778985,5958,16852225,8604,15657226,10957,13642309,196814,199230724,78581,174386192,30624,94599909,212078,149844157,128813,327168394,193987,398642384,292052,663056278,576719,679321447,193377,479446378,85118,322252456,552691,462245998,317325,1031622876,534318,1205858907,956452,2281929046,1043740,1276903633,322005,840542869,142927,609687674,799628,735900196,418752,1551145504,870512,2047436761,1626477,4344824148,1397228,1650272687,368555,1013665714,173711,796677362,857828,853038378,452323,1832512707,1013489,2479706865,1941853,6086757123,1434478,1679470337,307867,917556200,168264,833179496,769872,781605207,392552,1794715718,889018,2368645212,1755757,6336625399,1329604,1621049227,245845,843628402,156791,869926620,680945,713199122,317626,1680363642,737143,2256510979,1554008,6449449329,1023124,1312934434,162174,646915687,126144,711514488,523422,553703427,213996,1317593194,509486,1724541782,1138049,5537891683,698059,918535166,95868,426245159,84849,514614082,326768,342541607,123668,864817207,317758,1156602162,692495,3800881210,431604,550497507,50255,225191563,47545,266698783,162511,170268548,64713,493826470,178925,626886175,355407,2229717780,163286,206040835,16677,78806025,16938,89726363,48700,48268608,21672,176418957,64575,228424204,106670,765873074,61607,77557876,5107,26511465,5930,31341134,14088,14983513,7146,65041124,22830,83736204,32064,269671560,21364,26475586,1534,6896646,2137,9962601,3734,3963349,2203,21222993,8651,27645415,9048,68497904,15560,25425044,4705,22533341,2478,18381250,5568,8095459,5732,48619638,9533,30856971,22968,160636343
104年01月,台灣,女性,8059,6734768,2606,5356355,1066,2839166,9798,7490030,5910,20473374,6374,13062129,9997,18545185,185920,189122360,62378,135113557,28960,92613780,203363,141568729,129323,344728986,150389,304405508,280246,609549075,555325,682326146,160528,389701188,83079,329616646,532167,436120341,309802,1015937956,418866,939026000,906495,2055699731,1015742,1290809849,273217,698080178,146567,647300707,765726,679578918,409839,1600242775,701537,1617215611,1518514,3728434079,1366377,1710671516,313865,843686009,182673,840127520,820244,777408538,453672,2003886426,824447,1986342916,1788569,5015930128,1416253,1790495760,269506,803267875,180219,900923509,734185,715404402,411635,2151483738,736173,1963180484,1613576,5198803811,1342892,1764378644,228609,795263230,169782,907779943,650785,646328093,334365,1989716942,619624,1883033302,1427422,5231451504,1040901,1479814932,157526,609670593,136475,745409927,504635,503833854,219913,1429303029,431122,1466141045,1041383,4399062564,708095,1019115322,93306,406229442,91776,544844352,314117,311823121,122261,852500062,266728,973583302,630053,2916791665,438757,622556616,49388,219674454,51117,298286931,157695,156195464,63990,475364723,151484,537996487,324364,1621838787,168332,227241403,16679,79456531,18495,94486515,47309,44750431,21897,182823102,55681,191358837,99414,556352951,61779,82106363,4968,23526078,6457,35401726,13452,12960180,7131,62343029,19195,68635768,29836,207336197,21748,29754925,1394,6589435,2300,13372345,3513,3335468,2363,21704789,7665,28451537,8652,52287431,15773,25270189,4189,19661140,2658,18240193,5114,8118697,5838,48286598,8484,26761359,21758,131921419
104年02月,台灣,女性,6979,6072284,3069,6653822,1103,3133278,7808,5643359,6589,24777592,6878,14398441,8817,14304722,166955,190621581,66367,151835394,28192,92740414,172588,123906313,136424,377525283,159285,368186702,245360,558532962,513927,679920098,159284,396102196,80998,306707819,459781,379228095,315700,1025290558,443368,1128883048,774638,1761331063,947417,1314193413,258650,660012032,141918,598759153,664942,590465182,411193,1520845335,722204,1825584164,1274993,3075490449,1291776,1796705311,313210,816802198,182125,805966785,718724,680916539,456540,1855227302,864410,2236120039,1501878,4039634085,1357644,1933027214,291243,816796127,189288,905146044,659774,642356516,437594,2379395963,792508,2207238906,1355369,4253364590,1316335,1952713860,247838,780261056,182203,938985985,598649,589539490,384537,2954313473,679929,2129533403,1205402,4456383960,1032421,1616167340,159745,563699383,141194,746345495,470134,461104297,241628,2085490587,459753,1555235408,866767,3536572210,699917,1124328461,87578,348484241,89684,501044886,295794,289326520,118745,938999256,270502,994380960,514320,2224703883,430390,672417093,44935,186493911,49076,267807111,147516,140727079,58748,445866107,150386,526799643,266225,1167386919,165690,253880359,13887,59604978,17249,85995527,44426,42073108,19227,155828737,53864,186666724,82288,406912764,60056,91173885,4060,18973601,5910,30710604,12442,11856383,6056,60656178,18045,59315912,24171,150317309,21138,33742112,1155,4796304,2163,13111831,3328,3478978,1953,16659717,7429,24921284,7217,37018085,15184,28742927,3814,16219903,2558,16445331,4575,6266453,5722,55390274,7991,25035143,18273,110973888
104年03月,台灣,女性,8433,6717137,3076,5479042,1122,2962118,11275,8907406,6406,17934036,6637,11669960,11270,17013752,180647,179993769,65754,133182140,28414,85974646,210588,153193432,142138,393367935,155667,313091608,301738,647326452,525458,613587630,156793,360986994,78243,280814509,533484,447148179,324684,1152586513,413388,953562322,966553,2161224667,954658,1150380820,254316,617348607,131821,537507206,768740,689617533,415252,1745104098,665602,1593921159,1626848,3960826489,1286226,1491485373,277976,699484758,158392,667486697,824630,796200406,448247,1968880405,758446,1911122188,1941266,5403822841,1309814,1493747384,225229,625345573,148928,694601299,737311,729214415,392368,1886723449,640520,1757835281,1728019,5558341360,1229142,1433494592,189811,605353518,140227,701401803,661045,665985429,323137,1783871486,536093,1670380965,1525803,5630414254,954962,1166027812,138370,496748970,114342,573453697,518122,531678183,220611,1480913302,379421,1335412697,1130033,4827864984,650641,834890140,86804,353544649,78078,437603304,329951,337526167,129041,1043006311,241154,923865793,690252,3356494315,406212,501872989,47678,196914490,44701,242385989,168384,171478983,69710,659223311,138998,517788780,358833,2046635148,158391,189655863,16085,68578078,16519,87743632,52001,52675628,24660,266053061,52776,189009367,110727,673280257,56739,69313782,4578,22302221,5508,29092001,14634,16267756,8062,97786000,17572,69186755,31582,233500573,20058,25392899,1309,6509524,2092,12115832,3990,4851786,2564,31870753,7297,28186341,9447,69468620,14066,21894143,3490,17010891,2329,16568753,5292,7565685,5748,49823498,7955,26454849,21904,137459529
104年04月,台灣,女性,8071,5977061,2657,4673092,898,2504719,10187,8079934,6217,18386142,6472,11913770,10478,13653056,177439,175018620,64115,126348460,25723,85488489,203318,145815443,147611,368745656,161953,351422512,282726,595562467,525393,601223517,163212,366079061,73826,293507772,523701,431918187,346036,1104220272,454867,1151690849,897191,2052118447,964254,1133054799,266932,635718875,128083,576586021,745925,666603969,434745,1644153794,743993,1957339916,1506911,3809660217,1303508,1467021699,291775,721725065,157587,753357931,796196,763395731,450081,1916466602,841757,2278759539,1798008,5343890098,1342540,1484012844,235658,639602409,151699,800572377,714977,706587916,388261,1866654618,721209,2132893307,1603129,5551523474,1266825,1446466357,197382,612906380,142282,769787830,641126,645988994,317430,1772813174,606481,2009734724,1412999,5833436127,985767,1174732151,138894,489620209,113952,654107469,498396,506846909,216883,1546970103,431239,1608180454,1039188,5112484219,667291,824299821,84790,343241539,77950,476477831,316811,322605595,126714,1146547509,276405,1104855029,626516,3559246959,414212,500861093,46213,193262689,44027,254050258,160710,163690377,69704,756444649,160601,644748207,330029,2359486264,164428,198419271,15884,69668511,16466,88664609,50669,49820594,25440,323890787,60236,236277090,103668,861049260,58178,69161245,4524,23688881,5381,28759896,14091,15114118,8125,113421027,20302,80473256,29339,285454812,20836,25392589,1388,7278354,2062,10404165,3912,4878405,2613,35541284,8254,33878870,8644,70894008,14596,22660403,3643,15564676,2243,15933003,5321,7921819,5804,58952690,8013,27560199,21140,137716168
104年05月,台灣,女性,8740,6863005,3284,5364499,1031,2838050,11329,9453244,6197,22930621,7187,12685271,11256,19087106,200228,208928724,72149,138442742,27718,93257985,220731,164362900,135727,372642289,172136,347184931,298209,675023395,589180,714331046,176731,386751242,79004,317187622,553473,467295490,311255,1052280394,463205,1046593679,968347,2588430491,1072443,1318763948,283808,657342715,134748,596499693,785956,721038435,404527,1632200446,741748,1704773957,1607067,5228373683,1449387,1703927030,317210,766742545,165344,770121489,843890,837057247,441967,1992565900,854634,2035984924,1886122,7483966570,1481652,1721516389,264316,697219190,158644,796679044,754368,775257772,390567,2089704830,741459,1930158594,1665398,8395851292,1395073,1668554572,220980,663047859,148974,775977050,675949,709159335,323588,2025524290,629474,1882336252,1468797,8712103030,1083788,1355958306,156234,534897037,120532,675074719,523187,549900960,218576,1625255557,452794,1480962049,1075713,7976648820,731759,936254481,94686,369310558,81987,500330433,328829,350353271,126568,1175457026,287485,1008184411,653041,6118896751,454382,575400952,50603,201199706,46786,273109013,166991,176270370,69853,791314198,167898,577487464,345476,4128227973,180417,220214067,17686,70103185,17417,99823057,52077,54610559,25259,337019146,63237,211393789,109348,1446695633,62859,77400554,5183,21969722,5748,31706106,14351,16358417,8041,119060554,21828,77152567,31872,420331890,22709,29254414,1684,7918025,2121,10524870,4036,5348639,2679,41888018,8507,28658502,9521,250359082,15628,24530051,3928,16500696,2385,15532932,5589,8243009,5821,56530382,8681,28230541,21671,184328393
104年06月,台灣,女性,8997,7286281,3520,5887761,1099,3948058,11091,9780863,6852,33951927,7398,13124858,11316,13743056,188564,187920135,77626,142686731,28329,99473547,221980,165796329,152716,378673182,163618,310773473,293416,628461796,560838,635699019,182447,377508297,78357,322048931,555717,467464184,353792,1034799748,439665,922972261,931024,2095889411,1028399,1159737944,283990,624425641,133647,594234942,787516,719497095,442531,1552492387,710570,1520260554,1548854,3907039947,1411342,1544586081,311055,715277093,165534,788191157,852382,843375756,472687,2054708196,833559,1865473761,1852081,5476417362,1451403,1581148789,259972,658807155,160455,841331367,763605,780662687,417305,2406076270,734282,1850699106,1646442,5765616064,1379954,1544614597,219783,637259435,150921,829469970,689030,739953683,338425,2273451785,620112,1729377361,1461790,6063411153,1082114,1263766304,151269,494924691,123156,697795499,532931,564916040,222477,1648747477,437576,1449918765,1070504,5178742756,733612,879960527,88308,323145461,82009,480612561,333884,349729821,123479,1038405569,272379,909690351,645799,3594049276,461160,546163033,47726,182022360,46739,270923685,170430,175334869,65967,666616820,158799,517695001,340073,2210380776,183638,211119799,16417,70430733,17797,98005910,53296,54418249,23735,285857974,60767,201000884,106926,807883831,63787,72574253,5012,19710896,5849,27523198,14543,15472553,7233,102683176,20645,65002808,30294,290054821,23224,27407880,1500,6877917,2092,11567692,4050,4671391,2533,34495171,8107,26324632,8934,100023605,15464,22763474,3886,14560477,2467,18371447,5529,7655216,5547,52961246,8268,23960876,21336,160001634
104年07月,台灣,女性,9814,7963393,3890,6172666,1454,4495163,9758,9195236,7931,36260208,8751,15850111,11621,16852630,202468,198355657,73320,129221315,31579,102941455,214949,162174319,158684,380071201,165664,310514076,307820,607674615,605907,681817159,176404,352913597,84077,328445684,567626,482764853,363977,1019974715,442082,901890355,974642,1989284500,1102267,1236509953,278175,598631034,141869,622461108,811148,745775429,457861,1545171103,722915,1489144587,1610096,3718213134,1517409,1632917282,315856,699067490,183784,839282177,893810,885998658,510071,2086473449,877998,1870401331,1931000,5115048094,1563379,1707333441,271892,655818269,188608,957065888,804015,836744740,466493,2461358057,786799,1821269249,1718118,5355730231,1505217,1702815361,235033,655764554,177365,929293497,717866,767794575,381073,2432427177,668740,1748420179,1534374,5513409831,1181176,1382178885,162992,509753759,136181,748457901,548579,580626367,240744,1675795033,463577,1352841436,1156291,4721937022,790123,939081322,93276,329777057,86857,494346509,340144,359974224,128656,976540057,283887,886639383,674890,3236359639,495603,576014806,49886,178860563,48753,264439383,174374,177230203,66708,557901949,165183,500915349,352107,1951513574,200528,224234301,17278,61712088,18465,102274116,54716,56646528,23957,231174402,64766,189732467,119301,730988625,69220,77691388,4868,18112324,6261,30327776,14682,15232117,7404,87500736,21579,68049072,31657,289261667,24976,28761044,1583,5814508,2266,10139946,4100,4700100,2451,29657176,8571,26408497,9791,89492006,16949,24646288,3895,14597600,2818,19817267,5766,8554726,5767,48121117,8628,25634174,22961,148070667
104年08月,台灣,女性,10844,9249389,3671,5929361,1716,5239477,10315,8338016,9033,32816492,8839,16517670,12470,21428511,226842,242695558,68166,121838389,32657,99241459,208471,153958725,168828,406803258,169323,326347202,311789,630129783,691425,829014457,164331,330006334,85900,305794798,551142,457656140,390237,1087384416,451391,954071865,986790,2042450178,1242518,1504447707,255696,537810225,142806,566580061,784441,687383767,480025,1597674987,722384,1521348189,1612553,3699600015,1715123,2026528144,289137,623795827,188007,791241146,864607,809668727,524858,2063116847,867525,1848428927,1928428,5151360810,1764343,2105263216,250625,583981764,191795,884498282,777941,754765340,483802,2586072102,767713,1780154510,1707350,5447788670,1707769,2091712458,216534,586934750,179280,886115355,698797,703164726,413510,2960041182,654902,1669910072,1533153,5818549706,1349357,1713772992,150782,478071861,133461,683852414,532511,534237920,260525,2075747029,456236,1300618089,1113335,4879416136,907735,1151137941,88186,302662596,83996,433277280,332485,332107555,135130,1106470611,277436,812141754,665535,3389104912,569347,694748304,46907,166379614,46935,231020551,169921,167040285,69733,623928030,160533,462418398,352711,2027748365,227949,272619507,15995,57446791,17792,84578929,53693,51659355,25081,263734856,61358,180863035,112681,728412991,77646,90535702,4446,15377912,5698,26460216,14287,14448124,7580,87455094,20213,59227182,31522,257599802,27946,34396724,1316,5375617,2128,8594018,4128,4474477,2495,25828009,8120,23859603,9741,93691424,18716,27598374,3621,14408829,2742,18182971,5494,7479619,6159,59437829,8303,24585446,22054,157093772
104年09月,台灣,女性,10598,8460751,3811,6454590,1806,4945945,12674,9116592,8266,20983374,8107,13625155,13257,21829608,203864,208257819,68043,130622788,29763,88394874,211367,150130023,156093,393801404,156985,321278648,307347,636230244,602873,721332294,164688,358789268,75655,286019351,547961,447480342,359667,1117057185,420370,1028896625,964026,2061959465,1086709,1291685034,252941,587008830,124147,527381030,773789,671713841,451445,1663545454,678467,1756291460,1580918,3812674683,1485622,1702631852,271835,652150610,153026,654345952,833568,766965836,489213,1929550963,790244,2111665224,1926962,5355035766,1522347,1754468099,222059,597519242,150609,728815341,744159,696348585,441233,2058661201,680001,1956536903,1691273,5828377763,1481820,1749577153,196122,587473233,149742,744817736,686050,653045264,381231,2414153998,588087,1930529853,1520243,6334236819,1173379,1475180288,142167,501814236,119742,608907213,530067,514274839,252989,2000857528,423287,1597163653,1126656,5766775822,796321,1020634821,85572,336620539,77656,420430901,333914,327449082,137532,1260438940,266870,1094109697,692166,4200811213,504883,620390502,45904,180510624,43948,232707302,171955,169343459,72647,776015110,157484,654269938,357318,2663714646,206221,240203133,15888,67287945,16781,82632444,55091,52696305,26510,323956742,61264,242207279,115114,1063865751,69083,80884091,4425,20683612,5428,24152726,14471,14476531,7924,106689416,19947,76355661,33302,414107062,25451,32032762,1333,6076559,2140,9452100,4198,4311246,2658,34224436,8497,34597717,10390,171205884,16784,24582682,3611,15549455,2370,17859983,5342,7977284,6182,67988124,8161,30931344,22288,170723816
104年10月,台灣,女性,10454,7174824,4247,7468572,1245,3418314,12333,8645355,7721,17201188,8545,15856737,17215,32808425,200961,192433839,79897,157634604,30026,96109366,214523,151129715,157888,369615438,205250,505120171,335859,819176980,593716,678271902,190993,436657250,81127,314892653,561004,469050166,366362,1140286926,575198,1649246009,1031904,2511224912,1077332,1233394710,291503,705132447,132095,590614183,797117,708539776,460522,1707264993,916919,2695949817,1637197,4167466143,1494698,1621511375,317039,793887141,161097,735320093,863468,811903317,494819,1959263969,1066549,3174922086,1953575,5453454173,1513160,1642211658,247779,670458905,151782,744436436,761230,730609055,425232,1879397550,914686,2944661261,1707717,5495583468,1451110,1607960075,208926,635519586,145341,766746692,689729,672616055,356572,1855281007,790371,2783641380,1542492,5743831971,1145814,1328903893,148962,534268035,119625,655057018,539548,543763158,247550,1639215169,577122,2297634771,1140344,4971157042,784467,958143778,91567,359084559,81836,486752966,347493,352313601,143810,1196231527,374833,1616402265,697788,3463479982,501652,595745254,50071,208479708,47557,274976082,181081,188076625,79609,781233024,221552,940096406,365324,2134092214,209365,245653076,17477,74365096,18570,93511503,58943,59573878,29684,330862122,88154,369897256,119741,882860117,69488,79097937,4660,20110835,5816,27510825,15273,14835504,8812,110038009,27818,116396719,32171,291823858,26102,31066609,1552,7407830,2134,8732565,4473,4895066,3058,39198162,10971,47842054,10613,98397298,17230,25307529,3933,17888106,2671,21258390,5572,8111422,6251,55128901,9900,37114407,22262,181305009
104年11月,台灣,女性,10532,7016225,4132,7229183,1226,2789472,13324,9433420,6992,15435371,8325,16131521,13933,18013484,200054,190759817,76882,155714848,31410,97585463,215947,152457305,145844,349113163,192833,444459756,332611,732159404,581683,676795933,180194,414962420,87823,371316740,551236,453025706,335970,1051993624,539280,1481031606,1055010,2287200194,1053182,1230693150,276015,678103699,144702,695923959,780919,685925733,419621,1511476389,856495,2430392918,1669014,3967876168,1467783,1654770159,305668,790033459,178878,905882223,851610,786732931,459880,1834660599,1014752,2957648687,1997874,5507234305,1493222,1684183378,237141,673930261,165677,907553625,749732,707955214,394138,1787443273,883583,2800238952,1739739,5590015915,1429405,1654353050,193706,624027726,157230,916380661,681293,666697867,331813,1713613362,775294,2803264903,1561872,5948596133,1122421,1354548517,135504,511494537,129214,782585463,531088,520660667,230409,1436566677,569116,2351282553,1172283,5260950468,765971,982106602,81941,340513475,88726,579680192,341911,342135919,134630,1020071280,371301,1632435209,698376,3759735084,491400,614020153,45284,202600711,52054,327388565,178885,176608683,74577,627166287,225220,996288247,379340,2289723285,207076,248215371,16310,73242957,20741,120850990,59354,58056038,27701,269817481,91581,397544751,126477,944025202,67825,83096564,4339,22150458,6294,37117412,15499,15852513,7850,85211113,28524,131992161,41860,318646451,26113,32309917,1435,7732435,2480,13056430,4595,5357517,2785,31512032,12072,57140290,11223,108057594,16951,24851733,3825,17246642,2897,23950214,5653,8927301,6033,53434840,10610,43470315,23116,171447952
104年12月,台灣,女性,11543,8531671,5275,9333931,1359,3120992,14572,10725300,7941,21112437,9933,17320537,14592,20285239,222508,219333174,92932,188269406,33497,104945273,231226,167609248,157467,365616930,207572,417721174,346057,716587938,636105,752261357,217361,498271525,88872,334388303,579237,490279566,359748,1074423439,538314,1214091173,1102236,2366311817,1124724,1344436955,341597,825831623,143727,631509324,807553,725074880,447344,1557906309,836169,1939150606,1699208,4227154662,1560009,1792944378,391094,997699290,177048,835511943,881954,832292304,492204,1896880079,1009500,2388313086,2086722,6197183275,1575239,1824512469,313869,872901678,167071,847872276,776005,745164426,422429,1859335472,879098,2267357461,1846659,6386192024,1503786,1788578901,252228,791222450,159025,869638818,703194,678210672,347717,1761756323,747592,2154563345,1651880,6826828093,1175264,1452453201,169902,626054483,131150,771341165,543517,531526547,237568,1419115944,522892,1715830007,1214382,5907033023,803687,1047262928,101209,407908908,89223,562034242,346060,342095030,136069,923167655,329232,1137271181,741980,4252764631,515970,657803069,56268,235055178,53278,330589092,181684,176218350,73235,546631755,194890,638575321,403778,2656503858,222327,276833571,20469,88066648,21209,117549959,60762,61331484,28421,234584431,80466,272383254,134701,1042008657,72282,87797658,5613,24139704,6503,34371526,15746,14632110,7809,67342478,24623,81690203,35610,364373012,27681,34221774,1793,8544964,2577,12702563,4543,4455437,2723,25173713,9839,32578618,11721,101877034,17602,27040572,4596,20412979,2732,22032703,5801,8873284,6227,50998495,9806,29262051,24856,186972952
