年月,地區,性別,食品餐飲類未滿20[筆數],食品餐飲類未滿20[金額，新台幣],衣著飾品類未滿20[筆數],衣著飾品類未滿20[金額，新台幣],旅館住宿類未滿20[筆數],旅館住宿類未滿20[金額，新台幣],交通類未滿20[筆數],交通類未滿20[金額，新台幣],文教康樂類未滿20[筆數],文教康樂類未滿20[金額，新台幣],百貨類未滿20[筆數],百貨類未滿20[金額，新台幣],其他類未滿20[筆數],其他類未滿20[金額，新台幣],食品餐飲類20[含]-25[筆數],食品餐飲類20[含]-25[金額，新台幣],衣著飾品類20[含]-25[筆數],衣著飾品類20[含]-25[金額，新台幣],旅館住宿類20[含]-25[筆數],旅館住宿類20[含]-25[金額，新台幣],交通類20[含]-25[筆數],交通類20[含]-25[金額，新台幣],文教康樂類20[含]-25[筆數],文教康樂類20[含]-25[金額，新台幣],百貨類20[含]-25[筆數],百貨類20[含]-25[金額，新台幣],其他類20[含]-25[筆數],其他類20[含]-25[金額，新台幣],食品餐飲類25[含]-30[筆數],食品餐飲類25[含]-30[金額，新台幣],衣著飾品類25[含]-30[筆數],衣著飾品類25[含]-30[金額，新台幣],旅館住宿類25[含]-30[筆數],旅館住宿類25[含]-30[金額，新台幣],交通類25[含]-30[筆數],交通類25[含]-30[金額，新台幣],文教康樂類25[含]-30[筆數],文教康樂類25[含]-30[金額，新台幣],百貨類25[含]-30[筆數],百貨類25[含]-30[金額，新台幣],其他類25[含]-30[筆數],其他類25[含]-30[金額，新台幣],食品餐飲類30[含]-35[筆數],食品餐飲類30[含]-35[金額，新台幣],衣著飾品類30[含]-35[筆數],衣著飾品類30[含]-35[金額，新台幣],旅館住宿類30[含]-35[筆數],旅館住宿類30[含]-35[金額，新台幣],交通類30[含]-35[筆數],交通類30[含]-35[金額，新台幣],文教康樂類30[含]-35[筆數],文教康樂類30[含]-35[金額，新台幣],百貨類30[含]-35[筆數],百貨類30[含]-35[金額，新台幣],其他類30[含]-35[筆數],其他類30[含]-35[金額，新台幣],食品餐飲類35[含]-40[筆數],食品餐飲類35[含]-40[金額，新台幣],衣著飾品類35[含]-40[筆數],衣著飾品類35[含]-40[金額，新台幣],旅館住宿類35[含]-40[筆數],旅館住宿類35[含]-40[金額，新台幣],交通類35[含]-40[筆數],交通類35[含]-40[金額，新台幣],文教康樂類35[含]-40[筆數],文教康樂類35[含]-40[金額，新台幣],百貨類35[含]-40[筆數],百貨類35[含]-40[金額，新台幣],其他類35[含]-40[筆數],其他類35[含]-40[金額，新台幣],食品餐飲類40[含]-45[筆數],食品餐飲類40[含]-45[金額，新台幣],衣著飾品類40[含]-45[筆數],衣著飾品類40[含]-45[金額，新台幣],旅館住宿類40[含]-45[筆數],旅館住宿類40[含]-45[金額，新台幣],交通類40[含]-45[筆數],交通類40[含]-45[金額，新台幣],文教康樂類40[含]-45[筆數],文教康樂類40[含]-45[金額，新台幣],百貨類40[含]-45[筆數],百貨類40[含]-45[金額，新台幣],其他類40[含]-45[筆數],其他類40[含]-45[金額，新台幣],食品餐飲類45[含]-50[筆數],食品餐飲類45[含]-50[金額，新台幣],衣著飾品類45[含]-50[筆數],衣著飾品類45[含]-50[金額，新台幣],旅館住宿類45[含]-50[筆數],旅館住宿類45[含]-50[金額，新台幣],交通類45[含]-50[筆數],交通類45[含]-50[金額，新台幣],文教康樂類45[含]-50[筆數],文教康樂類45[含]-50[金額，新台幣],百貨類45[含]-50[筆數],百貨類45[含]-50[金額，新台幣],其他類45[含]-50[筆數],其他類45[含]-50[金額，新台幣],食品餐飲類50[含]-55[筆數],食品餐飲類50[含]-55[金額，新台幣],衣著飾品類50[含]-55[筆數],衣著飾品類50[含]-55[金額，新台幣],旅館住宿類50[含]-55[筆數],旅館住宿類50[含]-55[金額，新台幣],交通類50[含]-55[筆數],交通類50[含]-55[金額，新台幣],文教康樂類50[含]-55[筆數],文教康樂類50[含]-55[金額，新台幣],百貨類50[含]-55[筆數],百貨類50[含]-55[金額，新台幣],其他類50[含]-55[筆數],其他類50[含]-55[金額，新台幣],食品餐飲類55[含]-60[筆數],食品餐飲類55[含]-60[金額，新台幣],衣著飾品類55[含]-60[筆數],衣著飾品類55[含]-60[金額，新台幣],旅館住宿類55[含]-60[筆數],旅館住宿類55[含]-60[金額，新台幣],交通類55[含]-60[筆數],交通類55[含]-60[金額，新台幣],文教康樂類55[含]-60[筆數],文教康樂類55[含]-60[金額，新台幣],百貨類55[含]-60[筆數],百貨類55[含]-60[金額，新台幣],其他類55[含]-60[筆數],其他類55[含]-60[金額，新台幣],食品餐飲類60[含]-65[筆數],食品餐飲類60[含]-65[金額，新台幣],衣著飾品類60[含]-65[筆數],衣著飾品類60[含]-65[金額，新台幣],旅館住宿類60[含]-65[筆數],旅館住宿類60[含]-65[金額，新台幣],交通類60[含]-65[筆數],交通類60[含]-65[金額，新台幣],文教康樂類60[含]-65[筆數],文教康樂類60[含]-65[金額，新台幣],百貨類60[含]-65[筆數],百貨類60[含]-65[金額，新台幣],其他類60[含]-65[筆數],其他類60[含]-65[金額，新台幣],食品餐飲類65[含]-70[筆數],食品餐飲類65[含]-70[金額，新台幣],衣著飾品類65[含]-70[筆數],衣著飾品類65[含]-70[金額，新台幣],旅館住宿類65[含]-70[筆數],旅館住宿類65[含]-70[金額，新台幣],交通類65[含]-70[筆數],交通類65[含]-70[金額，新台幣],文教康樂類65[含]-70[筆數],文教康樂類65[含]-70[金額，新台幣],百貨類65[含]-70[筆數],百貨類65[含]-70[金額，新台幣],其他類65[含]-70[筆數],其他類65[含]-70[金額，新台幣],食品餐飲類70[含]-75[筆數],食品餐飲類70[含]-75[金額，新台幣],衣著飾品類70[含]-75[筆數],衣著飾品類70[含]-75[金額，新台幣],旅館住宿類70[含]-75[筆數],旅館住宿類70[含]-75[金額，新台幣],交通類70[含]-75[筆數],交通類70[含]-75[金額，新台幣],文教康樂類70[含]-75[筆數],文教康樂類70[含]-75[金額，新台幣],百貨類70[含]-75[筆數],百貨類70[含]-75[金額，新台幣],其他類70[含]-75[筆數],其他類70[含]-75[金額，新台幣],食品餐飲類75[含]-80[筆數],食品餐飲類75[含]-80[金額，新台幣],衣著飾品類75[含]-80[筆數],衣著飾品類75[含]-80[金額，新台幣],旅館住宿類75[含]-80[筆數],旅館住宿類75[含]-80[金額，新台幣],交通類75[含]-80[筆數],交通類75[含]-80[金額，新台幣],文教康樂類75[含]-80[筆數],文教康樂類75[含]-80[金額，新台幣],百貨類75[含]-80[筆數],百貨類75[含]-80[金額，新台幣],其他類75[含]-80[筆數],其他類75[含]-80[金額，新台幣],食品餐飲類80[含]以上[筆數],食品餐飲類80[含]以上[金額，新台幣],衣著飾品類80[含]以上[筆數],衣著飾品類80[含]以上[金額，新台幣],旅館住宿類80[含]以上[筆數],旅館住宿類80[含]以上[金額，新台幣],交通類80[含]以上[筆數],交通類80[含]以上[金額，新台幣],文教康樂類80[含]以上[筆數],文教康樂類80[含]以上[金額，新台幣],百貨類80[含]以上[筆數],百貨類80[含]以上[金額，新台幣],其他類80[含]以上[筆數],其他類80[含]以上[金額，新台幣]
106年02月,台灣,女性,10134,8141260,3773,6501028,1959,4418546,14507,10125948,12554,28313589,9552,16674649,14997,22334833,189042,183115850,63208,123799340,34192,92599253,225047,184940894,186610,446675269,168553,348235613,330649,637781121,525267,563454248,146076,318420268,80753,282310888,524402,500875795,376833,1124224926,397509,910022633,950312,1993978820,828069,891489341,206797,467946006,117073,461903253,651865,672652351,418547,1461042616,545645,1265735041,1388890,3101738975,1166936,1223649326,246450,569177773,154448,641896472,722404,787302357,486074,1913913083,677161,1587635328,1761180,4297625212,1257978,1307990091,218195,545962532,156655,714909001,664762,741138518,463509,2411568079,638215,1602268208,1581660,4610862682,1192622,1285816351,189748,532180363,145982,704314672,596547,664166002,404587,3025238284,557700,1560904938,1373816,4894245294,953333,1066773613,141090,463565005,117732,586316310,473340,536693199,278329,2431938937,407214,1265701689,1018867,4131927161,638993,742452329,85201,308301049,77865,396049172,304950,358932965,146116,1174809093,249769,841037924,603606,2610637649,417537,476532493,47517,183404388,46805,250321190,167018,194080595,77302,610989092,148352,492097004,350936,1583707113,209938,227641372,19964,81075295,21029,102583428,67292,74869792,33477,296312848,67726,217340747,133489,696241697,62054,76253102,4845,17912316,5869,27446263,15448,16563330,8335,78607071,18731,60853684,36067,195973897,25630,31756476,1581,6476623,2409,10115075,4974,6209773,3002,27859563,7461,25933181,11890,68291415,15540,23575954,3056,12683444,2535,15583567,5382,8237251,6453,61509430,7547,23075735,22994,152204891
106年03月,台灣,女性,11984,8249599,3442,5721644,1513,3223336,17943,13168623,11608,21513448,8495,13509595,17111,18402225,228135,198291033,64848,118731109,30767,87422767,274650,220074077,193184,427147919,162634,325872405,389335,741093827,612782,615885436,156523,331827871,76488,280733056,629445,569665504,394794,1166993901,397405,894076124,1141166,2441707804,950587,989309659,226696,507666484,110146,454490130,781854,772168491,437721,1550928222,553473,1331923958,1741777,3899855693,1324626,1349333389,263849,612333382,138419,598334111,866799,917353680,493105,1985490364,676424,1666974756,2210502,5579611608,1411852,1408851591,218519,551798008,133887,645458516,787509,860145415,441477,2072891148,606869,1652953524,2064486,6123350524,1316987,1332326477,183103,539231323,127158,653212710,698942,762206566,361769,1992923838,521581,1583778459,1761939,6139798057,1063769,1134104926,139972,476068979,109599,568592693,552657,622885815,262833,1766276976,395564,1345366633,1323331,5402148421,738223,814295033,90535,337600380,78043,421087552,358335,416121689,157106,1296429809,258210,951728332,819731,3858879374,494428,549189788,52720,210231812,49031,280341976,199293,228495779,90243,897986987,159218,595325653,452068,2398881427,254942,264516322,22793,89141732,22503,109583663,80946,90137270,40952,449340074,76053,275074136,186138,1059236106,75945,80933598,5677,23942071,6378,30730170,19185,21045517,10757,129712787,20990,77414872,44876,373035983,30628,34320549,1743,7998319,2654,12578337,6191,7209999,4024,48605071,8883,36094857,15766,140811854,18595,26849587,3301,14640134,2295,15571489,6142,10558518,6692,60330496,8373,29382342,30357,193168729
106年04月,台灣,女性,11825,8324501,3761,5783389,1546,4410944,15905,11886075,11565,20081261,8343,14742635,16822,17851967,241541,207482513,68661,120580891,31619,95724610,269272,197243320,200202,390278427,176988,378659790,379774,646295165,651134,654579781,170855,353420962,81408,331859217,629539,521170218,408966,1047363320,449131,1119438545,1145768,2178140387,1014206,1050277709,254094,559751751,118753,546442433,786893,706531664,444984,1384377644,632891,1659063362,1620338,3501086766,1437319,1457259126,304317,684158298,152664,747849666,877121,849802547,496975,1780187489,780270,2087056043,2026106,5018290665,1548334,1545183734,257713,616179460,150680,801586748,801987,818312776,450103,1926133344,721146,2066187275,1884998,5449380524,1459635,1485515849,211445,580242047,141018,788562740,716763,745226109,368084,1825443874,619827,1992790894,1586528,5422315811,1162544,1233743573,153907,487227160,119213,704611899,563585,593713277,261272,1644953485,463667,1622236486,1194009,4754246384,790292,873538942,95615,341029631,82168,516624407,367685,394181737,153318,1223293578,298399,1161550936,711740,3258725930,520221,571784742,55170,208070678,50506,342788199,201964,215368658,85970,839950836,182292,710253698,406288,1995815839,266604,281732731,23372,88280448,22975,126013469,81772,84023665,38935,436689927,86903,344144237,159680,943248596,79174,88077335,5890,22697948,6585,38690950,19084,19858069,10447,130679190,23704,88942120,39115,279826480,31814,36575282,1890,8310634,2674,13269007,6116,7196931,3856,50876285,9804,39974087,13909,133419576,19002,29752928,3513,14940455,2447,16712395,6083,10217263,6144,50438766,8938,30869413,25208,145713386
106年05月,台灣,女性,11590,9255137,4247,6472240,1573,4139149,16722,14229729,10662,26169775,8914,15314293,17450,18038930,231921,224240854,76118,131692505,31955,96385938,269607,206720837,175840,388440097,183208,368924850,393135,743696193,627556,692001145,182466,372539323,81562,319606933,608518,514173998,365046,1051633687,447324,1000840779,1158098,2895513020,960784,1079039298,266537,570388740,117679,509622325,750807,683986533,410460,1432918979,619327,1439344009,1720201,5122410585,1341639,1478628749,320272,710150880,151771,720379066,841028,834519113,471447,1921255982,765216,1834297564,2199430,8152925935,1419541,1543220742,274186,660524420,148386,772815025,772954,796059914,430985,2157076060,711462,1831114673,1952274,9532017518,1329675,1485884436,229765,629567504,138075,755222437,691460,735091857,359692,2138726453,619159,1794146162,1674784,10610707491,1069758,1248341171,168192,529868900,117395,664874042,542439,581777581,258567,1831734796,468476,1515412449,1259501,9915978112,742543,880820669,104406,371688512,82206,473539968,355996,387305022,153099,1348384240,304084,1045491268,808776,7057402457,490869,580833137,60327,225669429,50976,318429457,195833,211472580,86993,966844916,186373,636700924,426243,4768920446,252848,282343721,26053,96153431,23456,122823434,80399,82700944,39254,493424357,88547,299962798,170925,2741377625,74605,84024471,6764,28272052,6631,34063217,19248,20513826,10665,146311041,25251,86887389,42709,744799525,30219,36194616,2230,8791755,2682,14673161,6087,7217764,3725,52426475,10452,35471089,15241,295913398,19208,29796660,3946,15840656,2456,18669454,6340,10272990,6259,61074336,9255,29415963,27727,232959486
106年06月,台灣,女性,11413,9356847,4045,5950190,1904,4755003,13977,12916007,10994,35406927,9054,14071964,17389,20820725,206313,204860226,71471,120264445,31497,97660269,233544,189993434,176729,403718120,169676,308933161,374364,640911111,558911,601620059,170397,334182890,74133,300369911,535092,477028468,364070,1011806324,404952,812856712,1035162,2144289686,854393,954037011,247390,514768947,106860,494862777,646354,640626688,401885,1324740804,563868,1169629260,1511218,3482373165,1204329,1344414459,293432,641782130,139522,691765505,731385,776232063,461672,1892267897,710508,1540381834,1935227,5172916267,1261763,1403271315,247923,589071346,136744,733760779,673867,739898218,419466,2330643680,659532,1557267498,1745581,5799670810,1184513,1329713028,202530,539942824,131968,758144540,601795,685053396,346454,2360966222,568083,1505727756,1507502,6142417903,973173,1128006385,147083,457391538,112360,650866772,473590,553650423,247803,1861442990,423440,1252687824,1127426,5712678870,684219,803646508,90909,310658263,78925,463771145,305888,354254387,143300,1212933179,270241,840049264,677544,4060480329,452028,523281960,51547,183811093,48922,311774925,166198,191645030,78891,797359651,165120,525855700,374275,2559617425,236029,257900988,22541,78921732,22386,117974802,68990,78447634,35978,423243207,80294,264820069,151976,1312096502,69741,77832176,5788,21702872,6316,31498478,16344,16919858,9643,125012763,22820,131681508,43621,501350315,28027,33383792,1882,7300680,2669,12676835,5243,6131386,3511,48642276,9518,28873637,13047,231574175,17268,26999848,3403,12947519,2422,17783990,5958,10224095,6144,60161040,8309,24266495,26420,188155784
106年07月,台灣,女性,12475,9745647,4585,6572962,2343,5616071,13309,11595484,12055,34709836,10332,17837039,16745,23292038,230370,221328581,73023,121011756,37126,109782889,243672,191631419,181342,393499893,180646,333422119,380633,680865630,648395,682901607,181084,345136143,86797,349328129,573408,495905278,378434,1014558806,442324,912294137,1111687,2245361311,973133,1053198567,258389,519900452,124312,567962506,687470,651007095,417459,1307511263,615768,1296670361,1587876,3476593366,1378758,1481939897,315578,655042847,172285,840331944,780328,802406348,503370,1872162877,802319,1711751921,2007699,5014682544,1456120,1577176286,277643,621528536,179684,945545535,724073,774947030,474965,2313894855,773698,1805410111,1837820,5456113757,1374324,1537026515,233695,592516918,173347,955998747,642791,725860625,387678,2306018973,670629,1758088229,1609004,5709018618,1121878,1287766202,167953,495532824,139830,805604755,506186,574236375,264481,1765771887,485284,1426679812,1176610,5205489988,775267,898291524,101340,331116838,92170,535915392,327645,366279491,147632,1059309164,296881,921499314,704674,3688079027,510025,578903635,56499,199397030,56253,346148725,179686,196327124,80103,654462152,179387,556948158,412165,2335567899,267512,293969847,24524,83345341,26253,141091624,75340,77202908,36120,336833402,87217,269149170,160613,1264002997,80040,89873788,6106,21170020,7735,39763851,17907,19556691,9683,101350557,24871,78666315,38888,404401502,31660,38558844,2036,7787786,3264,16470513,5607,5905748,3429,35732185,10080,33166919,13112,152790957,19288,28675145,3718,14312417,2788,17613961,6113,10389747,6069,50227770,8894,26560873,27087,149241562
106年08月,台灣,女性,13985,11410744,4401,6606666,2595,6673090,15464,11851247,12769,36432156,11187,18085534,18196,28859165,238626,243323322,67337,113011462,37537,108321986,254601,201671071,185022,423392182,182739,345179275,386650,737424583,669328,745104031,167207,316454943,88516,326526296,604012,541097835,378118,1084747831,436971,883856604,1131745,2318886389,990466,1137284968,234150,464751979,125317,535156336,717394,698099621,421800,1392781544,590202,1224573206,1610550,3518609278,1402122,1624589660,285951,586114532,176119,794431839,810389,846370295,506458,1938018511,760407,1596855446,2025179,5088025083,1485205,1722228695,252532,564291477,187156,939360465,748744,810085889,482021,2578488594,724054,1627915315,1933139,5785647445,1409073,1677290177,216479,548465256,179648,940156420,664751,738591601,406140,2881458150,635119,1594039778,1585944,6123062009,1168215,1432304794,162879,473036523,142702,764111345,522004,590261617,283432,2243136293,474935,1328689110,1189626,5552467528,820794,1007026761,100606,328836952,94124,503052644,337823,390777393,158603,1311011093,296438,859759283,730202,3842165169,543255,650665486,56278,189821904,56845,316155243,183537,202881666,85814,779216737,179325,508700503,393714,2534516357,286168,326770235,24426,84327756,26373,130778175,77365,83985461,38654,387126068,87977,242755225,172155,1211696823,86069,100878382,6028,21778670,7599,37450153,18405,19432270,10447,114851269,24346,68895593,40686,375155140,34056,42314110,2020,8241954,3082,14871289,5872,6550350,3673,43276635,10394,29448201,13972,125819869,20275,32670916,3335,12275488,2727,18563756,6127,9665876,6576,64553941,9022,28007061,26849,188944224
106年09月,台灣,女性,14030,10963898,4445,6560087,2971,7127253,19336,13984199,12709,25858032,10527,16866867,20092,31226552,222374,218505827,63251,109308510,35639,98378139,252370,197460508,184952,417367748,167056,335632864,378693,776106862,617458,688981920,155516,319979715,79565,299479484,581515,526478481,377211,1138786042,403546,955091418,1082871,2405619748,908573,1060106088,215643,478349756,110529,486462993,683787,683804612,407576,1461995137,537673,1351638494,1533458,3581820695,1282762,1495917338,254969,580843561,142681,652729389,767446,815987903,473875,1894308995,671216,1744875704,1948855,5113358444,1343428,1580036226,213800,520618591,140714,735828772,708290,759782998,438277,2165277192,613631,1757806288,1788040,5562826972,1282541,1542195928,183499,503011109,143785,763036896,631972,702515727,377746,2560259577,540384,1712869419,1558572,5942937666,1070628,1331093024,142214,442903063,122315,678372310,503397,572493621,274218,2307906885,415067,1466507672,1148358,5312541256,761792,954163623,90083,326013319,83416,461027676,330489,377583269,158233,1488681976,270289,1026063415,732067,3806669252,503566,621024234,50809,196126871,50516,294737413,180656,208190817,86124,958707555,164688,648766716,394621,2506799838,265676,303750799,22389,87378869,23917,119201142,77241,85043195,39652,514591260,81046,307288176,157565,1278386880,79969,91184707,5549,24862573,6897,33702644,18028,19450990,10431,139405811,23138,88067134,40963,436449616,31292,39185257,1879,8119480,2780,12753509,5804,6296115,3778,48890394,9546,40913937,13929,168244757,19200,31743557,3033,13023331,2387,15999113,6074,10767379,6754,68306887,8297,33050985,25832,196721199
106年10月,台灣,女性,14372,10372929,5035,8123637,1927,4563280,18724,14251512,12622,20348667,11545,19773578,20578,22250651,235710,234272232,74055,135363120,34830,102233351,257122,214557898,192671,416182390,223019,528613032,396385,729337017,643061,686839224,183798,392620670,87926,343446379,591229,581128722,395051,1155798172,558003,1577674107,1142130,2290875472,944674,1045559901,257619,577923395,124294,582425102,694073,751995751,427620,1441952759,734015,2185817794,1578727,3388486969,1347861,1480592749,309647,711854521,165470,826275737,785649,891060160,494020,1823821719,919080,2838050346,2003438,4882678792,1406731,1557731702,252405,623265967,162249,870716515,724073,821612386,443025,1881310188,848651,2849008505,1819700,5227039557,1310605,1490162307,204759,570148617,155499,870133623,640334,746136301,370484,1877743952,741725,2693796171,1569341,5428612178,1074839,1281652666,152643,492388771,134962,784350089,515573,623060351,275454,1738604881,562296,2288631968,1188768,4817684029,758968,941247055,96101,345538989,96418,574680025,345103,425356151,167796,1351562798,366925,1623698981,734721,3477063892,503335,618078974,54895,209136712,59790,382560414,190503,235293429,93873,912477248,223748,1002667264,425105,2134666500,266927,311924127,23681,90610702,28386,158099650,82137,96062043,43077,464123379,109146,472239899,171726,1085868377,82032,98016837,6089,26979354,8402,46323577,19423,22108980,11708,136723955,30774,141012178,43245,299876333,31635,41184664,1932,8675569,3187,15800519,6162,7251143,4105,53964777,11725,52091580,14859,151054323,19034,30546295,3500,15630832,2841,20986502,6169,10796307,6487,64952121,9927,39295494,25962,153078073
106年11月,台灣,女性,13921,8360796,4641,7762199,1865,3724261,19293,13311445,10726,17764622,9709,17439906,22121,24259375,241594,218046603,74942,147944076,34617,99277937,262622,203062966,170683,353998919,208776,483822613,428481,833219394,634718,642531832,179980,410155858,85904,338585773,590847,523096776,355726,1021865685,521869,1437390857,1205934,2675132583,913282,969896033,245521,584072379,119197,547917261,684151,692567771,389535,1314913145,694752,2076242014,1665762,3957804940,1296608,1393856546,304336,754438336,155809,742618938,773034,845677223,463441,1737994684,887505,2682582782,2125543,5633293295,1334943,1460862765,251293,678026634,151476,802854711,712229,805327206,420276,1847292695,830199,2758983983,1918077,5966206095,1233360,1382032287,197043,604786840,147504,813420826,630434,727784090,348175,1826069148,735836,2709323400,1640467,6090491185,1016173,1200803030,145548,507469153,128974,744368480,502925,596979647,261564,1628148317,572525,2390781341,1238409,5533092617,727778,889834831,92130,364345056,92946,572206950,339287,410289060,160993,1190375188,385610,1738132169,762910,4094973039,488814,597475351,52733,218089509,57619,370740789,188998,225516072,90936,790225612,244690,1119050992,440642,2646041429,263209,304345093,23574,100231924,26633,145991747,82515,88708049,42120,409563339,124457,567769789,181169,1353444103,81147,94661363,6317,27648667,7817,41483196,19823,21602650,11417,123653809,35988,163839753,46146,448797707,31547,38492744,2055,9715791,3007,14606918,6233,7345275,3926,44215914,14445,70247068,16087,174523179,18610,30118161,3515,17671987,2707,19007663,5972,10597697,5987,54127696,10784,50084830,26729,202848435
106年12月,台灣,女性,17039,11117113,6286,10092770,2387,4815108,22517,15858681,13386,22511000,12179,20278537,23224,24383496,282599,282979862,93297,179389823,40849,113948993,295117,239942593,203392,390404055,224867,453935927,439356,849446572,723239,749985928,220813,498321272,98310,365758441,644437,596771877,409272,1044754777,537167,1214322357,1200799,2741436863,999851,1083152949,299093,706915098,127917,566519562,730395,758656273,429879,1312760813,678812,1584757198,1631941,3979006789,1408542,1520545371,379265,943177369,168122,781920996,825723,942490576,511333,1745876867,885622,2086893512,2079094,5831032025,1453610,1635643294,328196,868676753,167219,843792432,761610,891726244,471043,1899874921,846520,2196361319,1887011,6449061096,1337803,1563765213,264562,782845500,161436,857225297,675480,799656299,389920,1820942028,732468,2117257227,1597643,6582067766,1093458,1344299489,189075,651695298,138892,776628139,539502,658741575,283920,1571325262,539954,1811148808,1207591,6128609217,772972,991840445,113757,440901081,99737,607342184,360943,445759656,171081,1084372644,343637,1179448385,746783,4432664364,512533,655074605,63845,259457334,61222,378316500,200089,241240005,93040,676866945,208226,700699949,415418,2706037537,277786,337099013,28479,114982095,28983,157290733,87213,96484193,42878,342288240,103491,340431208,177356,1423686931,86144,106707646,7362,35584951,8547,46403168,20966,23423480,11390,95790627,30204,102472009,45864,480120521,33451,43615160,2378,11019364,3388,16393846,6599,7821553,3969,34663718,11475,42168486,15939,201542714,20146,33309864,4348,19530858,2679,19408559,6162,10710378,6195,46266064,9862,33170262,26911,193615115
107年01月,台灣,女性,12114,8372823,3552,5995083,1761,4147673,14064,10209834,10343,26060310,8233,14851830,18422,20412954,230396,203493461,66812,129336191,33297,97563749,248476,207944748,175547,391304925,162162,322853689,401812,739608949,621724,631721859,169744,378776956,82071,315821807,577404,560537021,370021,1070047647,396157,873745362,1143263,2408394598,862599,945618217,237450,556381764,111089,524041289,656742,702959585,388107,1334822171,509899,1180264313,1559869,3514924790,1215771,1370365275,305901,758053675,148069,726314611,749904,862124338,464232,1882733762,676624,1608850078,1994493,5203244340,1264351,1491154081,263712,707459070,148636,817857735,683803,820528854,435813,2216049367,651720,1691536038,1823436,5780481037,1175598,1450580185,212799,651368068,144205,811252458,601620,733229499,367527,2168667428,566431,1655232304,1555485,5969039757,969379,1273104483,154534,554071179,124837,745991094,476154,605214723,266372,1744530067,423835,1375217437,1182472,5390240313,690644,947130683,95271,378456072,89223,545880375,316591,403595711,157757,1136349248,270600,952740186,737702,4015637796,457188,626186390,53679,226240349,54700,340070690,174530,222087923,85367,673172415,164242,585993335,409756,2437654138,251485,320691695,24216,101912667,27558,153336081,77206,93280702,39866,350032938,82853,303643490,177471,1285577052,77837,99017355,6508,29183551,7801,40113983,18514,22186654,10942,104067666,24045,84707937,45068,414704045,29666,44246847,2110,10577328,3109,16031427,5704,7028198,3764,36788574,9406,36257735,15526,177964198,17535,29366596,3531,15973480,2470,14516295,5839,9414105,5952,51434189,7946,26043243,25865,177920753
107年02月,台灣,女性,12142,9972733,4501,8281449,2055,4641185,13376,9550519,13110,31073960,9905,19295775,18045,24570530,242705,236717569,74617,154451604,37219,111111595,229835,185267667,194824,446063800,193689,426771594,368535,710107160,658757,720244653,173063,397398639,88171,327932905,515578,469977764,377871,1065077490,465524,1142124136,995749,2084230546,902839,1061944305,228305,545277616,116656,516692099,582709,588077697,386171,1249718038,593788,1473000746,1332193,2975082996,1281969,1578304605,301124,739876937,161216,731383699,670671,728805709,465206,1700558670,798137,1979317369,1713902,4230169076,1359311,1782100973,281446,731215823,168082,845779303,621216,709714976,447526,2224361630,787194,2108943320,1571067,4658569294,1296125,1793659835,242205,702623628,167229,892929239,560792,645558296,396441,2829343260,701592,2040785751,1351719,5085890226,1089086,1592167523,173720,577613573,142592,791051489,454619,537406806,284341,2304191962,521158,1700922910,1024618,4497214627,777228,1162523948,101870,372283664,98164,568526673,307516,362332195,156661,1200044698,321011,1101156191,627958,3048319105,508491,758294030,54448,212149551,57829,337280393,169673,196719120,80310,617533550,184652,623716619,344593,1791082357,278936,392801842,23730,92261939,27223,149715405,74267,84253270,36616,292908291,91154,303273388,147812,923599627,86773,122717389,6106,25323282,7873,44151409,17777,19850411,9901,88938339,26067,86945671,38194,307489465,33066,51225118,1894,8508612,2993,15660890,5496,6252536,3477,29308015,9728,33838058,12899,110131315,18717,35900568,3417,14703592,2547,16335459,4943,7316098,6052,63319063,8375,26480772,20892,125138458
107年03月,台灣,女性,15009,9751849,4052,6915536,2019,4713173,22464,16713866,12918,26365559,9182,15640033,23070,26403677,281811,227752598,69393,126069931,37853,102552244,299273,254240545,197465,474057537,183459,381376071,445353,827921391,721189,653708838,163311,349908533,86540,307292561,633097,619744236,388083,1260399445,420506,991665930,1195495,2663147262,956334,942209272,218042,500555255,112876,482992704,714093,761561168,405191,1554192487,526410,1303711900,1630662,3884637023,1311550,1320077085,265627,628699862,146140,652635857,816076,933498793,487935,2086301105,669670,1730309821,2113809,5652521502,1338244,1394160903,218281,543896505,141602,697779789,749764,905782981,447840,2262729419,625159,1741977304,1948381,6305869854,1231273,1328261571,181604,523664830,134254,697222690,663779,799669160,374568,2195414665,542239,1634500757,1668331,6407316964,1024423,1164953706,145886,485374289,119845,651613084,536990,657607852,283745,2020769849,425818,1428111234,1293709,5899297630,749284,892349284,98529,360673401,87351,472430105,365424,454006128,178494,1542772187,285148,1020214256,823878,4659181430,495000,590941540,57722,226216220,54244,327177452,205505,251930781,100991,1026285146,172785,644744622,459296,2822695268,278877,321726510,26840,108517319,27223,137193824,93805,106892088,49521,560158230,88888,325166216,199556,1418730245,86979,102218553,7322,32271393,8134,39004029,22896,27622560,13884,167432978,26086,99051747,50827,448782366,33691,42065183,2199,9019927,3106,15054358,6995,8812198,4803,60498681,9915,43726255,17383,184858241,18715,29455312,2984,13734708,2494,15146750,6249,10862535,6468,65422467,8123,32143905,25975,183296063
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
備註1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
首列「20[含]-25[筆數]」係指「年齡20[含]-25持卡人交易筆數」，「20[含]-25[金額，新台幣]」係指「年齡20[含]-25持卡人交易金額」，其他年齡層亦以此原則類推。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
