年月	地區	性別	食品餐飲類未滿20[筆數]	食品餐飲類未滿20[金額，新台幣]	衣著飾品類未滿20[筆數]	衣著飾品類未滿20[金額，新台幣]	旅館住宿類未滿20[筆數]	旅館住宿類未滿20[金額，新台幣]	交通類未滿20[筆數]	交通類未滿20[金額，新台幣]	文教康樂類未滿20[筆數]	文教康樂類未滿20[金額，新台幣]	百貨類未滿20[筆數]	百貨類未滿20[金額，新台幣]	其他類未滿20[筆數]	其他類未滿20[金額，新台幣]	食品餐飲類20[含]-25[筆數]	食品餐飲類20[含]-25[金額，新台幣]	衣著飾品類20[含]-25[筆數]	衣著飾品類20[含]-25[金額，新台幣]	旅館住宿類20[含]-25[筆數]	旅館住宿類20[含]-25[金額，新台幣]	交通類20[含]-25[筆數]	交通類20[含]-25[金額，新台幣]	文教康樂類20[含]-25[筆數]	文教康樂類20[含]-25[金額，新台幣]	百貨類20[含]-25[筆數]	百貨類20[含]-25[金額，新台幣]	其他類20[含]-25[筆數]	其他類20[含]-25[金額，新台幣]	食品餐飲類25[含]-30[筆數]	食品餐飲類25[含]-30[金額，新台幣]	衣著飾品類25[含]-30[筆數]	衣著飾品類25[含]-30[金額，新台幣]	旅館住宿類25[含]-30[筆數]	旅館住宿類25[含]-30[金額，新台幣]	交通類25[含]-30[筆數]	交通類25[含]-30[金額，新台幣]	文教康樂類25[含]-30[筆數]	文教康樂類25[含]-30[金額，新台幣]	百貨類25[含]-30[筆數]	百貨類25[含]-30[金額，新台幣]	其他類25[含]-30[筆數]	其他類25[含]-30[金額，新台幣]	食品餐飲類30[含]-35[筆數]	食品餐飲類30[含]-35[金額，新台幣]	衣著飾品類30[含]-35[筆數]	衣著飾品類30[含]-35[金額，新台幣]	旅館住宿類30[含]-35[筆數]	旅館住宿類30[含]-35[金額，新台幣]	交通類30[含]-35[筆數]	交通類30[含]-35[金額，新台幣]	文教康樂類30[含]-35[筆數]	文教康樂類30[含]-35[金額，新台幣]	百貨類30[含]-35[筆數]	百貨類30[含]-35[金額，新台幣]	其他類30[含]-35[筆數]	其他類30[含]-35[金額，新台幣]	食品餐飲類35[含]-40[筆數]	食品餐飲類35[含]-40[金額，新台幣]	衣著飾品類35[含]-40[筆數]	衣著飾品類35[含]-40[金額，新台幣]	旅館住宿類35[含]-40[筆數]	旅館住宿類35[含]-40[金額，新台幣]	交通類35[含]-40[筆數]	交通類35[含]-40[金額，新台幣]	文教康樂類35[含]-40[筆數]	文教康樂類35[含]-40[金額，新台幣]	百貨類35[含]-40[筆數]	百貨類35[含]-40[金額，新台幣]	其他類35[含]-40[筆數]	其他類35[含]-40[金額，新台幣]	食品餐飲類40[含]-45[筆數]	食品餐飲類40[含]-45[金額，新台幣]	衣著飾品類40[含]-45[筆數]	衣著飾品類40[含]-45[金額，新台幣]	旅館住宿類40[含]-45[筆數]	旅館住宿類40[含]-45[金額，新台幣]	交通類40[含]-45[筆數]	交通類40[含]-45[金額，新台幣]	文教康樂類40[含]-45[筆數]	文教康樂類40[含]-45[金額，新台幣]	百貨類40[含]-45[筆數]	百貨類40[含]-45[金額，新台幣]	其他類40[含]-45[筆數]	其他類40[含]-45[金額，新台幣]	食品餐飲類45[含]-50[筆數]	食品餐飲類45[含]-50[金額，新台幣]	衣著飾品類45[含]-50[筆數]	衣著飾品類45[含]-50[金額，新台幣]	旅館住宿類45[含]-50[筆數]	旅館住宿類45[含]-50[金額，新台幣]	交通類45[含]-50[筆數]	交通類45[含]-50[金額，新台幣]	文教康樂類45[含]-50[筆數]	文教康樂類45[含]-50[金額，新台幣]	百貨類45[含]-50[筆數]	百貨類45[含]-50[金額，新台幣]	其他類45[含]-50[筆數]	其他類45[含]-50[金額，新台幣]	食品餐飲類50[含]-55[筆數]	食品餐飲類50[含]-55[金額，新台幣]	衣著飾品類50[含]-55[筆數]	衣著飾品類50[含]-55[金額，新台幣]	旅館住宿類50[含]-55[筆數]	旅館住宿類50[含]-55[金額，新台幣]	交通類50[含]-55[筆數]	交通類50[含]-55[金額，新台幣]	文教康樂類50[含]-55[筆數]	文教康樂類50[含]-55[金額，新台幣]	百貨類50[含]-55[筆數]	百貨類50[含]-55[金額，新台幣]	其他類50[含]-55[筆數]	其他類50[含]-55[金額，新台幣]	食品餐飲類55[含]-60[筆數]	食品餐飲類55[含]-60[金額，新台幣]	衣著飾品類55[含]-60[筆數]	衣著飾品類55[含]-60[金額，新台幣]	旅館住宿類55[含]-60[筆數]	旅館住宿類55[含]-60[金額，新台幣]	交通類55[含]-60[筆數]	交通類55[含]-60[金額，新台幣]	文教康樂類55[含]-60[筆數]	文教康樂類55[含]-60[金額，新台幣]	百貨類55[含]-60[筆數]	百貨類55[含]-60[金額，新台幣]	其他類55[含]-60[筆數]	其他類55[含]-60[金額，新台幣]	食品餐飲類60[含]-65[筆數]	食品餐飲類60[含]-65[金額，新台幣]	衣著飾品類60[含]-65[筆數]	衣著飾品類60[含]-65[金額，新台幣]	旅館住宿類60[含]-65[筆數]	旅館住宿類60[含]-65[金額，新台幣]	交通類60[含]-65[筆數]	交通類60[含]-65[金額，新台幣]	文教康樂類60[含]-65[筆數]	文教康樂類60[含]-65[金額，新台幣]	百貨類60[含]-65[筆數]	百貨類60[含]-65[金額，新台幣]	其他類60[含]-65[筆數]	其他類60[含]-65[金額，新台幣]	食品餐飲類65[含]-70[筆數]	食品餐飲類65[含]-70[金額，新台幣]	衣著飾品類65[含]-70[筆數]	衣著飾品類65[含]-70[金額，新台幣]	旅館住宿類65[含]-70[筆數]	旅館住宿類65[含]-70[金額，新台幣]	交通類65[含]-70[筆數]	交通類65[含]-70[金額，新台幣]	文教康樂類65[含]-70[筆數]	文教康樂類65[含]-70[金額，新台幣]	百貨類65[含]-70[筆數]	百貨類65[含]-70[金額，新台幣]	其他類65[含]-70[筆數]	其他類65[含]-70[金額，新台幣]	食品餐飲類70[含]-75[筆數]	食品餐飲類70[含]-75[金額，新台幣]	衣著飾品類70[含]-75[筆數]	衣著飾品類70[含]-75[金額，新台幣]	旅館住宿類70[含]-75[筆數]	旅館住宿類70[含]-75[金額，新台幣]	交通類70[含]-75[筆數]	交通類70[含]-75[金額，新台幣]	文教康樂類70[含]-75[筆數]	文教康樂類70[含]-75[金額，新台幣]	百貨類70[含]-75[筆數]	百貨類70[含]-75[金額，新台幣]	其他類70[含]-75[筆數]	其他類70[含]-75[金額，新台幣]	食品餐飲類75[含]-80[筆數]	食品餐飲類75[含]-80[金額，新台幣]	衣著飾品類75[含]-80[筆數]	衣著飾品類75[含]-80[金額，新台幣]	旅館住宿類75[含]-80[筆數]	旅館住宿類75[含]-80[金額，新台幣]	交通類75[含]-80[筆數]	交通類75[含]-80[金額，新台幣]	文教康樂類75[含]-80[筆數]	文教康樂類75[含]-80[金額，新台幣]	百貨類75[含]-80[筆數]	百貨類75[含]-80[金額，新台幣]	其他類75[含]-80[筆數]	其他類75[含]-80[金額，新台幣]	食品餐飲類80[含]以上[筆數]	食品餐飲類80[含]以上[金額，新台幣]	衣著飾品類80[含]以上[筆數]	衣著飾品類80[含]以上[金額，新台幣]	旅館住宿類80[含]以上[筆數]	旅館住宿類80[含]以上[金額，新台幣]	交通類80[含]以上[筆數]	交通類80[含]以上[金額，新台幣]	文教康樂類80[含]以上[筆數]	文教康樂類80[含]以上[金額，新台幣]	百貨類80[含]以上[筆數]	百貨類80[含]以上[金額，新台幣]	其他類80[含]以上[筆數]	其他類80[含]以上[金額，新台幣]
103年12月	台灣	男性	7069	15627683	1648	5221532	2335	30277209	15036	15181186	4299	29232133	4002	12228622	8687	25313333	102695	123825474	24484	61397621	22806	82153860	214310	141031539	73680	245885854	60561	147766800	145178	374113156	421951	559578309	65871	178688558	97294	384686626	834881	634258859	225616	720912234	229126	636200801	628051	1726835194	831877	1131150700	99660	267867727	177545	724591749	1468179	1247013718	315529	1212959447	392439	1085533473	1217728	3537884526	1021700	1397953799	97333	255225017	203677	867340636	1574285	1516303843	300168	1320890994	421780	1162373310	1492462	4787975232	974965	1383201060	78303	211001669	186901	854261259	1411579	1494316214	254039	1298549785	344938	981175697	1307470	4682826875	896095	1299276286	65594	184934591	164276	780068399	1288744	1415712186	216117	1247952353	277833	871727804	1079301	4262671718	723268	1091736641	44579	138855909	127789	631931084	1067647	1198443957	163686	1088729706	200596	692306008	775494	3474026763	525257	818470200	28270	96427785	90328	556622107	773734	866351143	111075	861352348	131205	490173950	498396	2477389238	382432	591795321	17496	67756867	61026	389722357	482764	529998756	72937	610508489	86629	314704635	302523	1629377506	187607	270150728	7392	29410777	27506	161719508	184581	192783813	32849	279752847	39211	141105362	115903	650965689	83651	117027632	2975	12011383	10548	52895941	63816	64777214	13661	116521532	16440	57533791	41731	278335989	39461	55195970	1258	4931587	4675	23809607	21136	22249826	5661	51407385	8083	26208010	15508	89782095	31832	45906555	1371	5107172	4657	36129064	16653	19826013	5744	48876511	7517	23983223	20667	137038338
104年01月	台灣	男性	6448	15012414	1195	3967274	2079	25436469	13540	14161413	4361	28459721	3160	10712027	7937	20594489	98153	122368567	19142	47102716	22122	77219922	207526	129336098	77840	259753828	47507	111317313	139758	354441633	408049	544397728	56740	150402724	94048	372929512	815017	574349651	228398	730176641	183548	502731396	594835	1544443428	825725	1145178359	91327	241775417	178844	725781008	1434763	1130035887	315273	1221430040	328818	877825324	1140552	3081263694	1026829	1447834551	91311	234698817	211015	940233641	1536231	1376593351	305409	1417232709	365795	992757485	1387473	4055022387	989915	1453863540	73276	193612833	197170	901763054	1365375	1336922275	266938	1522901378	307061	873111767	1209079	3910241881	919416	1421422939	63032	177068754	176027	837576211	1241580	1246508602	234174	1523751168	250066	782509601	1001821	3592135981	753437	1220443895	45688	143468618	138059	682960342	1030956	1064956152	173922	1240477924	184201	635000286	727979	2946029365	545840	918105278	28104	98710996	96099	545433119	747512	766924228	114222	875366615	118780	438185243	463557	2103512028	397037	660261678	17321	65448669	64196	405699653	469346	475579992	73924	593070716	79180	280479954	284546	1394529348	195642	303240609	7089	25849407	29118	158491311	181180	172273037	33996	277900949	35817	121506536	111020	567617748	85722	125336057	2615	11378534	11445	57163903	61482	59864591	13662	110604646	14752	49580938	39737	200419948	40983	57723790	1133	5042862	5022	24701465	20384	19773278	5720	51239796	7384	23405802	14720	73576173	32761	48319986	1347	5227739	4853	38580218	15648	18567885	5822	47260521	6917	20196372	19585	111414641
104年02月	台灣	男性	5817	18673069	1464	5243531	2077	28553945	10866	11449496	4763	29480047	3259	11961978	6656	19236463	90552	122777809	21964	57263178	21881	78711276	182898	119108106	75982	267426112	51464	140938946	128342	323605606	392619	576187920	59563	165875723	90029	342976403	729754	529337215	225175	715624197	199434	615648252	521315	1343147397	802398	1207618747	94386	257508317	172506	663312667	1304904	1045083275	309942	1159457707	357890	1062123920	983573	2580145999	1005126	1541412534	98782	256297913	207430	848468059	1422199	1268882807	302856	1293223820	396976	1167790102	1190522	3352496012	970199	1567305352	87498	228018670	197923	876140020	1274564	1231646892	272473	1455569584	330318	995445215	1032563	3190207767	908306	1550937423	77812	209347780	179001	834244081	1167747	1158468071	254608	1941045296	273511	899749887	858997	3061633585	746870	1348825502	54835	168005491	139022	678249503	980821	983580814	196241	1937801210	196277	706081544	622046	2585296870	537408	1006072523	30394	100884477	92187	506698381	714904	713832669	115383	1091742254	120658	459362756	387515	1658935805	387507	714486344	17187	60331119	59985	359166728	450946	439747918	67126	587134489	76764	297102554	235141	1084436968	189864	327028803	6435	22898207	26397	141796957	174070	161588204	29146	246796675	33834	127406536	89728	402421081	82892	141789202	2516	8422604	10520	55716410	58655	55586996	11588	106133504	13783	46645370	31789	152529485	39239	67250892	942	4249896	4574	23534793	19574	18398786	4770	42715195	6630	24553025	11679	51065712	30861	54994763	1279	4380282	4630	35108477	14252	15113699	5518	47967349	6573	22240081	17264	95145932
104年03月	台灣	男性	6275	15395360	1160	3201919	1686	16016365	13998	14168109	4466	27096441	2938	9675963	8184	22076336	95212	112601542	18157	41438310	20794	70429139	213593	138273778	80595	281180948	47187	109780656	151103	362758045	385254	492027764	49502	127168027	85462	322998237	814556	596944180	231065	829674606	170911	469112772	634572	1596449933	769399	1018999255	78685	204727421	159573	602803359	1431457	1165597074	313213	1380889392	303055	816135318	1220636	3170089116	952956	1274730394	75498	187278747	185680	758770498	1547147	1429963726	299977	1466278093	330725	895915434	1505772	4133294839	906410	1256460121	56590	142175192	167499	690741180	1369079	1380222146	254682	1370095500	265740	726615120	1313668	3984335090	836044	1171170652	46073	125939564	148783	668670044	1257707	1306388644	223410	1328754636	212478	627904237	1086401	3656901798	685076	994238769	33072	93271596	116966	538519727	1053892	1110851157	172507	1227283655	158745	514890858	789179	2989609327	498337	753465557	21985	77734896	83473	462639468	772597	818926160	117866	998618189	104970	362156079	504583	2141811277	365936	546432169	14220	54104884	57048	323619645	495835	521392740	79510	769015220	70214	248188373	311940	1468801269	185408	262641714	5811	19630942	25853	133566656	196900	197364787	37746	406087381	32951	118793820	122831	595194578	79443	109118736	2222	7781761	9870	47337952	66611	65786291	14910	169504208	13312	43700047	42160	208782454	38265	49553420	927	3225289	4597	21553535	22619	23071112	6457	79698209	6370	18107445	15793	74113285	29895	41980969	1022	5644277	4323	26325157	16447	19556830	6188	57929717	6126	19217700	20308	130047991
104年04月	台灣	男性	6268	14254825	1046	2831582	1842	22860364	13395	14328079	4440	25663778	2890	11357938	7644	20261916	94582	109192873	17870	38257446	19555	76182699	211414	135766748	88533	272879662	46621	109516390	147323	356207532	388473	486896136	51756	124607591	82687	328114074	798479	584063928	260693	794757363	179363	511647627	594385	1561088654	784747	1003349214	84118	208330173	156890	639765727	1398605	1133829986	352340	1300177145	323667	914297821	1132047	3092196657	982975	1245437591	80575	191683580	184140	817053632	1512392	1393790260	320072	1390424960	357091	1016239295	1396630	4150779723	932890	1208668931	60229	146553805	169433	782924466	1340964	1357439869	256525	1318705336	283388	819013522	1214472	4061461077	864077	1156764525	49004	123135272	151218	733737043	1224427	1276411738	219398	1281134634	228500	719281072	1006970	3922972841	706884	988699231	35448	99061722	120234	613749383	1022319	1081986080	168415	1215783043	171137	595603244	729784	3366209236	506442	731594900	22499	73222865	84085	481769262	743493	785186573	115393	1059057478	113371	433178081	464370	2380919470	370116	518811202	14525	48837532	57135	340595272	473978	495073985	78094	842977058	76185	282367421	287272	1740922867	189346	250575816	5797	21240944	26654	148821601	187347	185290384	37414	453205026	36362	135073339	113956	757741050	80351	102626460	2248	7586903	10223	53780991	62162	61091269	14920	199233956	14277	58040337	38766	297827350	38673	47399401	915	3431621	4438	21940940	21074	20719205	6622	86740090	6744	22862356	14676	110118750	30006	39611379	1064	3424451	4281	34078940	15930	18021738	6114	64170733	6551	19963854	19635	119378732
104年05月	台灣	男性	7146	14619464	1346	3812411	1908	25680797	14289	17805450	4447	29359895	3220	9487964	8666	23382287	106722	133815439	20369	43340624	19914	72679287	226690	151107788	78397	277555120	51575	117949969	153540	463569585	439879	581229159	58059	134386448	86451	355494738	846509	639383697	228225	756938501	192286	513750018	647149	2069476220	886167	1189244290	92920	220972254	162021	668592843	1469861	1233844573	312086	1263826392	344790	908000798	1240825	5030621032	1111641	1463966228	91771	210917995	190039	837293525	1577018	1507332327	300541	1406024082	380627	1009860914	1488239	7894551731	1057332	1422541035	70365	164604401	173905	786154776	1384816	1443535790	253108	1415571354	308675	859037239	1280920	8241626648	973303	1346370208	58647	145484647	154377	747238180	1260773	1363635420	221550	1437592038	250755	750445188	1056856	8044182626	794579	1142723214	42536	113346317	121696	597789978	1052296	1150201500	167677	1314778891	186503	629980063	762079	7326260119	562301	831713613	26664	83650388	85508	497159963	758425	840076622	113102	1105651782	121925	443382971	485060	5881970972	409313	595499198	17108	55610980	58641	349924145	481733	522124055	76785	866249779	82833	299957455	303541	5752236099	206879	288040410	7188	23196362	27410	156560689	188829	195716224	37288	476793131	39150	140852334	119133	2514795224	86514	114028112	2582	8220441	10509	53089337	61924	62127822	14775	221559798	15306	47699913	41158	1029330336	41825	54397168	1075	3958380	4611	22814514	21184	23822446	6312	87031037	7283	24560875	15962	448370142	32169	45978036	1254	5112802	4475	30733409	16093	18907594	5981	63638558	6791	19860604	19904	222943852
104年06月	台灣	男性	7432	13922421	1469	3588501	1819	19902984	14649	15474271	5322	42199157	3520	10603152	8684	30053334	104129	119602037	21738	44966093	20022	71367109	231480	154647873	89581	279435322	50219	111671907	152911	367842579	420144	516185901	61056	134231049	84495	351960292	855503	644860025	266065	758947146	187321	480001211	612312	1569095745	846044	1049856821	94673	216983548	156460	650227573	1483471	1238255108	352670	1207798743	329223	810050861	1160587	3149163262	1066545	1314284491	90033	199458010	185833	827745214	1601005	1526503656	330419	1418394134	366437	917513016	1426654	4431595890	1014467	1286718469	67594	153909003	170356	807303563	1412654	1488586933	275789	1624959553	299504	779318303	1241391	4403404889	944331	1243505901	57062	135941226	154223	750543759	1296753	1420075757	238114	1718201073	246414	713976689	1032680	4210248854	779983	1055433790	40765	105641597	123722	639229834	1089919	1205804497	177616	1448911502	182581	571700711	749170	3521938238	558823	782759837	25377	72878649	85664	486920423	783936	873036038	115849	1062476386	117952	406533313	470679	2506792226	411915	557821001	15783	48418206	57886	330993554	500019	546579739	76038	763032880	80070	272704983	293090	1842910901	211956	271639957	6477	19478651	27223	162932779	196775	202843641	36648	412705448	38132	130110776	116759	918019281	87817	111963017	2371	7261928	10389	52349399	64513	64640628	14198	180341559	14533	43312831	39491	306431834	42476	51751184	1002	3250237	4701	23406364	22367	24131995	6345	80611736	7373	20783921	15335	280045275	32433	43084440	1161	4100739	4357	25121270	16737	18595861	6052	59377889	6614	16614381	19667	137296671
104年07月	台灣	男性	8327	14064085	1615	4360331	2548	28163510	13733	15932475	6178	45139492	4118	12921151	8835	21280074	111300	128636628	20393	39690018	22480	82006462	225654	150915810	92112	293693742	50261	109082532	162738	369288554	446896	548230530	56704	122158786	88450	354660066	869831	649814075	271401	758178487	182002	454465077	654197	1512530234	893615	1097200676	90833	202951422	163856	679415763	1510882	1253514331	359582	1197272766	324322	775566085	1240136	3022217601	1118371	1370741472	88827	191931553	198272	875500713	1654345	1554958872	344249	1457591688	365781	887193266	1498275	4138253808	1058032	1342896575	68652	153149881	191746	896948146	1468162	1517472980	297201	1690156098	305136	774881474	1305466	4001663100	993454	1312403312	59710	138168584	178666	881766179	1350937	1452737849	260350	1833170015	252532	688150733	1090789	3741807478	823537	1123932961	42529	106812665	136329	693453674	1112203	1210155298	190261	1522235450	183673	544177086	785918	3079752450	584986	815756026	25873	73043053	90546	507872427	793360	859671128	119660	1033062493	116966	383596143	510506	2244226020	431986	581964233	16101	50380835	61104	343699594	509821	543398116	77112	715342285	78056	247018456	307635	1528306693	223475	282906954	6491	19088881	28520	165044360	199467	203147351	36082	348752204	38007	111204021	123445	709348754	92759	113413025	2400	6618966	11323	54583768	65046	64574226	13662	141244581	14725	39119544	42172	229669446	45580	54836212	946	3931545	4921	23457366	22385	24340604	6342	67039246	7435	18280994	16997	115279844	34327	44735504	1152	3808949	4464	26897374	17084	20114837	6105	58969122	6528	16518766	20910	122438094
104年08月	台灣	男性	9145	17176542	1468	3344133	2533	30203484	13610	15356331	6670	42725697	4364	12562949	9467	23590684	121324	150542749	19055	39252200	23032	81847984	216068	139678603	94314	299695424	52191	118972773	183525	371914273	508894	665128409	54724	121730907	92259	351764083	844688	609688933	280487	781515036	195295	499044261	662315	1549902424	1010605	1315021811	87759	202515151	167665	611640752	1467089	1161895992	369937	1251656556	346545	849021979	1217685	2977113527	1266911	1649597125	87544	191459005	204267	821856050	1608220	1420819842	345357	1448680321	385590	946122473	1517250	4032820327	1182464	1586642478	69636	156845615	193279	840014566	1416467	1368541929	296273	1662334887	312421	809399760	1274739	3988820876	1105458	1547303689	60754	143401912	178207	805087130	1303591	1312457648	272430	2089367396	256491	698719939	1072946	3865356459	912151	1312140370	42707	108654431	136351	645363231	1074488	1103316858	206627	1913010454	186087	555490624	772110	3263905501	650306	949695928	25835	71149180	88008	447123831	768001	782575607	124928	1196181659	118871	373927338	484952	2215725211	477085	669184229	15712	47720015	59318	301748655	489741	488704242	78656	777517496	79008	247609477	336834	1614003252	247219	325339792	6601	19381843	27437	136504754	193900	186972887	36913	396066280	37857	115375615	120512	699619789	101572	128516361	2249	6341223	10271	47718104	62139	60548566	13749	153525146	14398	39893134	40377	244343743	49119	62066042	971	3264900	4602	20754483	21973	21296445	6252	68383367	7124	19309876	16877	88214012	36412	49286288	1145	3224323	4490	24134489	16654	17875429	6066	61590690	6298	19809647	20530	125109134
104年09月	台灣	男性	8096	15491156	1434	3317363	2172	18975466	15695	15472382	5839	26643688	3733	10435056	9506	26513060	111310	131546769	18703	39998709	21215	68699545	217822	136424097	89934	286030086	46518	111300662	156101	357534065	451753	578873294	53406	129628681	82769	314425149	836440	593136300	261981	786516871	175471	505383770	638575	1579256644	893755	1154622385	82785	204929895	150233	580520409	1452567	1137287291	345942	1260647227	311331	886767556	1185685	2989669435	1119738	1433624796	79317	187093900	177531	732827827	1584186	1383042223	329502	1376945515	345095	969212864	1462489	4186635155	1045132	1397069344	57018	138903232	160705	702812379	1378884	1304882967	277845	1318095697	276688	802266135	1274259	4147072900	977377	1337950490	47852	121826967	150132	686922489	1285420	1256899432	253773	1555572107	228176	731033131	1067578	4190914759	814897	1161035782	35491	100070770	122709	579054240	1080088	1082384729	198601	1617096549	170210	584528789	789757	3722976527	584878	878141668	22415	82573505	81232	414907882	775815	778411860	124883	1180686110	112208	415930853	489348	2674602351	433722	612352137	13874	46508664	55355	297556457	500423	493525836	80616	844251262	77290	312136681	324631	1864695091	226936	302550894	5949	19907847	26804	147168820	200330	186943173	38628	459544430	37582	135788373	124716	1028292111	91838	119736455	2118	6519309	9667	48671192	63121	59233961	14744	184503504	14052	55863439	40966	391154410	45160	55317567	833	2989380	4481	20149935	22725	22510750	6840	84275527	7213	22243502	16420	183701127	34146	46939848	1033	3856600	4197	24571982	16616	17919942	6479	66012360	6613	23332109	20120	156632393
104年10月	台灣	男性	7803	13803862	1597	4585687	2180	24355334	15566	15066268	5197	27729686	3802	13422917	10143	26916167	108258	120217686	22862	51742090	21242	81853160	226530	139389530	89239	274079848	56635	152120208	179558	485629740	443282	564284229	65259	162479729	88162	349870723	871086	625100006	266167	833015376	224109	749365331	695957	2044830300	880241	1127357775	100836	257519136	161478	689804127	1511979	1192812892	355325	1352902867	393135	1277752790	1283429	3634362270	1121705	1406309582	96212	238295640	190480	829393416	1650863	1454302233	338992	1468493813	428218	1382572355	1525217	4527961376	1046194	1341994005	68103	172440249	168996	764895580	1420968	1371207424	276685	1336394216	341810	1092533900	1300625	4219108610	973219	1296334227	56476	146750637	151863	694641435	1312669	1302817942	239696	1300097010	279626	957307749	1113290	3917624421	805006	1099532558	41931	118666521	121674	601540569	1094270	1112289925	188006	1245002989	211517	778295985	790185	3424100777	581524	846835707	27278	91343744	85994	474009754	798494	815089047	127913	1090355215	141358	587035538	505169	2513258865	435601	598701900	17756	62121418	61055	376195741	522353	527188297	87816	874469004	97892	404914676	317182	1772278095	232830	308397795	7175	25223127	29298	179925387	212969	207465463	42791	462154177	47900	187487956	129375	769601130	93052	117717077	2523	8275927	10435	51666740	66222	62556292	15626	183371239	18185	65710363	41556	259285624	46915	56195557	1091	4016566	4857	25450002	23936	23639129	7622	87962412	9001	32333150	16434	103598443	35027	46905387	1219	4045513	4531	33266028	17093	18397125	6911	64876760	7932	25000173	20667	153401817
104年11月	台灣	男性	7663	12858035	1619	3588918	2021	26412282	15660	15679760	4915	24813585	3553	16039815	10302	24942557	107644	117265474	22398	52380714	22061	85065222	223592	136695815	85912	268825057	54665	145483751	170818	410481474	430594	544023550	62647	160065837	90769	372924292	849759	592538533	248515	783605461	215419	694153793	681218	1702340094	853494	1118050804	94169	244310573	168786	775324884	1468428	1136470898	331855	1252966601	374251	1179407346	1253259	3190994947	1087614	1395754738	91230	230455353	199582	931495789	1610846	1385510414	319484	1364688714	416644	1283085112	1547646	4280102054	1011178	1342733573	65471	169050817	178176	869578283	1385320	1311372073	260193	1300340249	332389	1045797487	1328893	4179164373	946782	1295707416	53135	148977315	159825	809934218	1287260	1254823769	226508	1252703643	275076	927523897	1106407	3969306313	779992	1098998348	38358	117021576	128587	685605172	1071227	1076384671	176517	1145234043	204504	757460425	814049	3366003651	557836	831886362	24631	83888090	91198	566906989	780599	777683884	121132	950376242	136554	565782248	513720	2581452901	418869	590325872	15794	58855900	64223	420766809	512853	509985674	83384	720339086	94412	390852966	324474	1938045464	227184	318911403	6491	24739852	31564	202716598	211947	202605646	41514	396884863	47962	234379929	134974	827818219	88852	114706672	2209	8154390	11546	65182542	65198	59868487	15076	155474893	17614	68695311	43264	299854170	45716	57370186	989	3454524	5311	29942835	24215	23828677	7348	75212359	8871	33964323	17826	111646270	33812	47609581	1211	4364519	4866	37914951	16869	18436706	6565	58812864	7858	29270208	21221	144129332
104年12月	台灣	男性	8796	15217608	2247	5625529	2186	26684535	16964	16075543	5634	27196225	4533	14100341	11507	29536218	120940	138523112	28519	66014779	23264	84104064	233740	144809368	88175	260946581	64278	160943480	177066	429861376	477572	621472420	77874	193024476	96118	371255425	873208	615476045	254736	764644924	238666	660053448	729653	1797144173	925307	1232514038	116776	294791575	173491	765202413	1494053	1156626466	337246	1218600658	394909	1083941241	1287660	3439210730	1166560	1558393891	115494	291130574	203328	910825914	1648179	1409432104	335426	1359671905	437794	1197572460	1605800	4808903222	1080118	1459168430	84519	214634490	181011	855254557	1414192	1310845478	275149	1294761793	350242	995991875	1388603	4672157877	1001962	1400700875	68886	179682856	163723	792026953	1312964	1261446033	236569	1257200131	284398	872922414	1165915	4458569469	824605	1201276538	49082	138587057	130992	682836197	1091093	1066178409	180991	1113070424	206937	683896207	867620	3720872234	588896	912869368	29582	95690300	92444	571667656	789557	780080727	120228	898658550	131590	483777330	543892	2696647375	443365	650790742	19114	65614558	64849	409363922	517345	500875181	81131	643391895	89442	325431854	341702	1904868926	241891	333866798	8633	29818049	32261	216642655	215532	196804465	40528	330794938	44498	152172697	143630	923616170	94897	127800975	3029	10607535	11631	63191305	65232	59985616	14267	118622323	16401	56193994	45292	307965688	48093	62086752	1293	5191476	5280	29226140	24116	22911477	6857	53156035	7966	23514876	18607	114715543	36204	53046729	1596	6175440	4878	32929008	17255	18342292	6441	45252613	7630	22678121	22441	155286823
